expressionId,practiceExampleNumber,practiceQuestion,practiceQuestionTranslation,sentenceText,sentenceTranslation,acceptedAnswerCount,acceptedAnswers,reviewReason,reviewNotes
2429,2,Something smells amazing in the kitchen.,주방에서 냄새 진짜 좋다.,"Let me guess, you're baking cookies.","내가 맞혀 볼게, 쿠키 굽고 있지.",4,"내가 맞혀 볼게 쿠키 굽고 있지
맞혀 볼게 내가 쿠키 굽고 있지
내가 맞혀 볼게 굽고 있지 쿠키
맞혀 볼게 내가 굽고 있지 쿠키",추측 선언 뒤 쿠키 질문을 유지하며 각 절의 한 성분만 옮긴다.,
2430,1,So you really can't lend me money?,그러니까 진짜 돈 못 빌려주는 거야?,"Like I said, I'm saving for a trip.","내가 말했듯이, 나 여행 가려고 돈 모으는 중이야.",12,"내가 말했듯이 나 여행 가려고 돈 모으는 중이야
내가 말했듯이 여행 가려고 나 돈 모으는 중이야
내가 말했듯이 여행 가려고 돈 나 모으는 중이야
내가 말했듯이 나 돈 여행 가려고 모으는 중이야
내가 말했듯이 돈 나 여행 가려고 모으는 중이야
내가 말했듯이 돈 여행 가려고 나 모으는 중이야
내가 말했듯이 나 여행 가려고 모으는 중이야 돈
내가 말했듯이 여행 가려고 나 모으는 중이야 돈
내가 말했듯이 나 돈 모으는 중이야 여행 가려고
내가 말했듯이 돈 나 모으는 중이야 여행 가려고
내가 말했듯이 여행 가려고 돈 모으는 중이야 나
내가 말했듯이 돈 여행 가려고 모으는 중이야 나",이전 발언 표지는 유지하며 나·여행 목적절·돈 목적어를 옮긴다.,
2430,2,Are you still mad at him?,너 아직도 걔한테 화났어?,"Like I said, I already forgave him.","아까 말했듯이, 나 이미 걔 용서했어.",12,"아까 말했듯이 나 이미 걔 용서했어
아까 말했듯이 이미 나 걔 용서했어
아까 말했듯이 이미 걔 나 용서했어
아까 말했듯이 나 걔 이미 용서했어
아까 말했듯이 걔 나 이미 용서했어
아까 말했듯이 걔 이미 나 용서했어
아까 말했듯이 나 이미 용서했어 걔
아까 말했듯이 이미 나 용서했어 걔
아까 말했듯이 나 걔 용서했어 이미
아까 말했듯이 걔 나 용서했어 이미
아까 말했듯이 이미 걔 용서했어 나
아까 말했듯이 걔 이미 용서했어 나",아까 말했듯이와 이미 용서했다는 완료를 유지하며 주체·대상을 옮긴다.,
2431,1,What were you about to ask?,뭐 물어보려던 거였어?,"Never mind, I forgot the question.","아니야 됐어, 질문 까먹었어.",2,"아니야 됐어 질문 까먹었어
아니야 됐어 까먹었어 질문",질문 철회 뒤에서 질문 목적어만 까먹었다는 서술 뒤에 둔다.,
2431,2,Do you still need that ride?,그 태워주는 거 아직 필요해?,"Never mind, my friend is picking me up.","됐어, 친구가 데리러 오기로 했어.",2,"됐어 친구가 데리러 오기로 했어
됐어 데리러 오기로 했어 친구가",요청 철회 뒤에서 친구 주어만 데리러 오기로 했다는 결정 뒤에 둔다.,
2432,1,We should finish this by tonight.,이거 오늘 밤까지 끝내야 해.,"Sure. Off topic, but I love your new haircut.","그래. 딴 얘기긴 한데, 머리 새로 한 거 완전 예뻐.",4,"그래 딴 얘기긴 한데 머리 새로 한 거 완전 예뻐
그래 딴 얘기긴 한데 완전 머리 새로 한 거 예뻐
그래 딴 얘기긴 한데 머리 새로 한 거 예뻐 완전
그래 딴 얘기긴 한데 완전 예뻐 머리 새로 한 거",화제 전환 표지 뒤에서 새 머리 관형구와 완전의 강조를 옮긴다.,
2432,2,Let's review the numbers again.,숫자 다시 한번 검토하자.,"Okay. Off topic, but is it raining outside?","알겠어. 딴 얘기긴 한데, 밖에 비 와?",4,"알겠어 딴 얘기긴 한데 밖에 비 와
알겠어 딴 얘기긴 한데 비 밖에 와
알겠어 딴 얘기긴 한데 밖에 와 비
알겠어 딴 얘기긴 한데 비 와 밖에",화제 전환 표지 뒤에서 밖 장소와 비 주어를 옮긴다.,
2433,1,"Alright, meeting adjourned.","좋아요, 회의 마치겠습니다.","One more thing, the deadline moved to Monday.","아, 하나 더요, 마감이 월요일로 옮겨졌어요.",4,"아 하나 더요 마감이 월요일로 옮겨졌어요
아 하나 더요 월요일로 마감이 옮겨졌어요
아 하나 더요 마감이 옮겨졌어요 월요일로
아 하나 더요 월요일로 옮겨졌어요 마감이",추가 공지 도입 뒤에서 마감 주어와 월요일 변경 시점을 교환한다.,
2433,2,So that covers the whole trip plan.,이게 여행 계획 전체네.,"One more thing, we need to book the hotel.","아, 하나 더, 호텔 예약해야 해.",2,"아 하나 더 호텔 예약해야 해
아 하나 더 예약해야 해 호텔",추가 공지 도입 뒤에서 호텔 목적어만 예약 의무 뒤에 둔다.,
2434,1,The meeting moved to Thursday at four.,회의가 목요일 4시로 옮겨졌어.,"Wait, say that again? Thursday at four?","잠깐, 다시 말해 줄래? 목요일 4시?",2,"잠깐 다시 말해 줄래 목요일 4시
잠깐 말해 줄래 다시 목요일 4시",잠깐의 재확인 뒤 다시를 부탁 서술 뒤에 두며 시간 재질문은 끝에 둔다.,
2434,2,Hello? I'm calling about your order.,여보세요? 주문 건으로 연락드렸어요.,"Sorry, it's loud here. Say that again, please?","죄송해요, 여기가 시끄러워서요. 다시 말씀해 주시겠어요?",4,"죄송해요 여기가 시끄러워서요 다시 말씀해 주시겠어요
죄송해요 시끄러워서요 여기가 다시 말씀해 주시겠어요
죄송해요 여기가 시끄러워서요 말씀해 주시겠어요 다시
죄송해요 시끄러워서요 여기가 말씀해 주시겠어요 다시",사과와 시끄러운 이유 뒤 반복 요청을 유지하고 각 절 성분을 옮긴다. 실제 어순 재독에서 수식 범위가 달라지거나 후치가 겹치는 후보를 제외했다.,
2435,1,The concert got canceled.,콘서트 취소됐어.,Seriously? I waited a month for that.,진짜? 나 그거 한 달 기다렸는데.,12,"진짜 나 그거 한 달 기다렸는데
진짜 그거 나 한 달 기다렸는데
진짜 그거 한 달 나 기다렸는데
진짜 나 한 달 그거 기다렸는데
진짜 한 달 나 그거 기다렸는데
진짜 한 달 그거 나 기다렸는데
진짜 나 그거 기다렸는데 한 달
진짜 그거 나 기다렸는데 한 달
진짜 나 한 달 기다렸는데 그거
진짜 한 달 나 기다렸는데 그거
진짜 그거 한 달 기다렸는데 나
진짜 한 달 그거 기다렸는데 나",놀람 질문 뒤에서 화자·공연 대상·한 달 기간을 옮긴다.,
2435,2,It's snowing outside right now.,지금 밖에 눈 와.,Seriously? It was so warm this morning.,진짜? 오늘 아침엔 그렇게 따뜻했는데.,4,"진짜 오늘 아침엔 그렇게 따뜻했는데
진짜 그렇게 오늘 아침엔 따뜻했는데
진짜 오늘 아침엔 따뜻했는데 그렇게
진짜 그렇게 따뜻했는데 오늘 아침엔",재확인 뒤에서 오늘 아침 시점과 그렇게의 정도를 보존한다.,
2436,1,"The store closes at nine, and it's already eight thirty.","가게는 9시에 닫는데, 지금 벌써 8시 반이야.",So you're saying we should leave right now?,그러니까 지금 바로 나가야 한다는 거지?,2,"그러니까 지금 바로 나가야 한다는 거지
그러니까 바로 지금 나가야 한다는 거지",그러니까를 앞에 두고 지금 바로의 의무 발생 시점을 내포절 밖으로 옮기지 않는다.,
2436,2,I don't need the report until next Friday.,보고서는 다음 주 금요일까지만 주면 돼요.,So you're saying I have more time?,그러니까 시간이 더 있다는 말씀이시죠?,2,"그러니까 시간이 더 있다는 말씀이시죠
그러니까 더 시간이 있다는 말씀이시죠",재확인 표지 뒤 내포절 안에서 시간 주어와 더를 교환한다.,
2437,1,I'm thinking about quitting my job.,회사 그만둘까 생각 중이야.,Tell me more. What happened at work?,더 말해 봐. 회사에서 무슨 일 있었어?,4,"더 말해 봐 회사에서 무슨 일 있었어
말해 봐 더 회사에서 무슨 일 있었어
더 말해 봐 무슨 일 있었어 회사에서
말해 봐 더 무슨 일 있었어 회사에서",추가 설명 요청 뒤에 회사 사건 질문을 유지하며 더와 회사 장소만 옮긴다.,
2437,2,I met someone interesting on my trip.,여행에서 재밌는 사람을 만났어.,Really? Tell me more about this person.,진짜? 그 사람 얘기 더 해 봐.,4,"진짜 그 사람 얘기 더 해 봐
진짜 더 그 사람 얘기 해 봐
진짜 그 사람 얘기 해 봐 더
진짜 더 해 봐 그 사람 얘기",재확인 뒤에서 그 사람 얘기 목적어와 더를 옮긴다.,
2438,1,This coffee shop is way too loud.,이 카페 너무 시끄러워.,Totally. Let's find somewhere a bit quieter.,완전. 좀 더 조용한 데 찾자.,2,"완전 좀 더 조용한 데 찾자
완전 찾자 좀 더 조용한 데",공감 뒤에서 좀 더 조용한 데라는 비교 명사구 전체를 후치한다.,
2438,2,Do you think we should leave early?,우리 일찍 출발해야 할까?,I totally agree. The traffic will be bad.,완전 동의해. 길이 많이 막힐 거야.,8,"완전 동의해 길이 많이 막힐 거야
동의해 완전 길이 많이 막힐 거야
완전 동의해 많이 길이 막힐 거야
완전 동의해 길이 막힐 거야 많이
완전 동의해 많이 막힐 거야 길이
동의해 완전 많이 길이 막힐 거야
동의해 완전 길이 막힐 거야 많이
동의해 완전 많이 막힐 거야 길이",동의 뒤 교통 예측 이유를 유지하며 강조·길 주어·많이를 옮긴다.,
2439,1,Can you help me move this weekend?,이번 주말에 이사하는 거 도와줄 수 있어?,"Well, I have plans on Saturday, but Sunday works.","음, 토요일엔 약속이 있는데 일요일은 괜찮아.",2,"음 토요일엔 약속이 있는데 일요일은 괜찮아
음 토요일엔 약속이 있는데 괜찮아 일요일은",망설임 뒤 토요일 약속과 일요일 가능의 대조를 유지하고 일요일만 후치한다.,
2439,2,"So, how was your first day?","그래서, 첫날 어땠어?","Well, it was long, but I liked it.","음, 길긴 했는데 마음에 들었어.",2,"음 길긴 했는데 마음에 들었어
음 마음에 들었어 길긴 했는데",망설임 뒤 길긴 했는데라는 양보절 전체를 후치할 수 있다.,
2440,1,Can you send me the file by tonight?,오늘 밤까지 파일 보내 줄 수 있어요?,You mean the report I showed you yesterday?,어제 보여 드린 보고서 말씀이세요?,2,"어제 보여 드린 보고서 말씀이세요
말씀이세요 어제 보여 드린 보고서",어제 보여 드린 보고서라는 관형 명사구 전체를 후치한다.,
2440,2,I can't go. Something came up.,못 가. 일이 생겼어.,You mean you're canceling on me again?,또 약속 취소한다는 말이야?,2,"또 약속 취소한다는 말이야
약속 또 취소한다는 말이야",또를 취소한다는 내포절 안에 두고 약속 목적어와만 교환한다.,
2441,1,Why are you drinking tea so late?,왜 이렇게 늦게 차를 마셔?,Warm tea helps me relax before bed.,따뜻한 차를 마시면 자기 전에 긴장이 풀려.,2,"따뜻한 차를 마시면 자기 전에 긴장이 풀려
따뜻한 차를 마시면 긴장이 풀려 자기 전에",따뜻한 차 조건은 유지하고 자기 전 시점만 긴장 완화 서술 뒤에 둔다.,
2441,2,Do you let the kids watch TV at night?,밤에 아이들 TV 보게 해?,No screens before bed. That's our rule.,자기 전엔 화면 금지. 그게 우리 규칙이야.,4,"자기 전엔 화면 금지 그게 우리 규칙이야
화면 금지 자기 전엔 그게 우리 규칙이야
자기 전엔 화면 금지 우리 규칙이야 그게
화면 금지 자기 전엔 우리 규칙이야 그게",취침 전 금지 규칙을 먼저 제시하고 그게 주제만 설명 안에서 옮긴다.,
2442,1,Why is your phone off?,왜 폰이 꺼져 있어?,I forgot to charge my phone last night.,어젯밤에 폰 충전하는 걸 깜빡했어.,2,"어젯밤에 폰 충전하는 걸 깜빡했어
깜빡했어 어젯밤에 폰 충전하는 걸",어젯밤 폰 충전이라는 잊은 행동 전체를 묶어 후치한다.,
2442,2,Is there an outlet around here?,여기 근처에 콘센트 있어?,"Yes, I'm charging my phone by the window.","응, 창가에서 폰 충전하고 있어.",4,"응 창가에서 폰 충전하고 있어
응 폰 창가에서 충전하고 있어
응 창가에서 충전하고 있어 폰
응 폰 충전하고 있어 창가에서",긍정 뒤에서 창가 장소와 폰 목적어를 교환한다.,
2443,1,Why do you leave so early?,왜 이렇게 일찍 나가?,My commute is almost an hour each way.,출근길이 편도로 거의 한 시간이야.,4,"출근길이 편도로 거의 한 시간이야
편도로 출근길이 거의 한 시간이야
출근길이 거의 한 시간이야 편도로
편도로 거의 한 시간이야 출근길이",출근길 주어와 편도 기준을 옮기고 거의 한 시간 수량구를 묶는다.,
2443,2,Do you drive to school?,학교에 차로 다녀?,"No, I commute by bike when the weather is nice.","아니, 날씨 좋을 때는 자전거로 통학해.",4,"아니 날씨 좋을 때는 자전거로 통학해
아니 자전거로 날씨 좋을 때는 통학해
아니 날씨 좋을 때는 통학해 자전거로
아니 자전거로 통학해 날씨 좋을 때는",부정 뒤에서 날씨 좋은 조건절과 자전거 수단을 각각 보존한다.,
2444,1,You look great today!,오늘 진짜 예쁘다!,Thanks! I did my makeup a little differently.,고마워! 오늘 화장을 좀 다르게 해 봤어.,12,"고마워 오늘 화장을 좀 다르게 해 봤어
고마워 화장을 오늘 좀 다르게 해 봤어
고마워 화장을 좀 다르게 오늘 해 봤어
고마워 오늘 좀 다르게 화장을 해 봤어
고마워 좀 다르게 오늘 화장을 해 봤어
고마워 좀 다르게 화장을 오늘 해 봤어
고마워 오늘 화장을 해 봤어 좀 다르게
고마워 화장을 오늘 해 봤어 좀 다르게
고마워 오늘 좀 다르게 해 봤어 화장을
고마워 좀 다르게 오늘 해 봤어 화장을
고마워 화장을 좀 다르게 해 봤어 오늘
고마워 좀 다르게 화장을 해 봤어 오늘",감사 뒤에서 오늘·화장·좀 다르게를 옮기고 해 봤어를 유지한다.,
2444,2,Why are you up so early?,왜 이렇게 일찍 일어났어?,It takes me a while to do my makeup.,화장하는 데 시간이 좀 걸려서.,9,"화장하는 데 시간이 좀 걸려서
화장하는 데 좀 시간이 걸려서
시간이 화장하는 데 좀 걸려서
좀 시간이 화장하는 데 걸려서
화장하는 데 시간이 걸려서 좀
시간이 화장하는 데 걸려서 좀
화장하는 데 좀 걸려서 시간이
시간이 좀 걸려서 화장하는 데
좀 시간이 걸려서 화장하는 데",화장하는 데라는 시간 소요 범위와 시간·좀을 자연스럽게 옮긴다. 실제 어순 재독에서 수식 범위가 달라지거나 후치가 겹치는 후보를 제외했다.,
2445,1,Whose turn is it this week?,이번 주는 누구 차례야?,Yours. I did the laundry last week.,네 차례야. 지난주엔 내가 빨래했어.,4,"네 차례야 지난주엔 내가 빨래했어
네 차례야 내가 지난주엔 빨래했어
네 차례야 지난주엔 빨래했어 내가
네 차례야 내가 빨래했어 지난주엔",상대 차례를 먼저 답하고 지난주와 내가를 세탁 설명 안에서 옮긴다.,
